fkb2ymh00s016_set016013,"['rt60 1.67s', 'distance 37m']"
mcn1hsy00s192_set192036,"['rt60 0.6s', 'distance 52m']"
fkn2smh00s120_set120029,"['rt60 1.57s', 'distance 34m']"
fjb3yhs00s012_set012011,"['rt60 1.24s', 'distance 47m']"
mkn4pgs00s139_set139018,"['rt60 1.07s', 'distance 39m']"
mjn2shr00s114_set114104,"['rt60 0.57s', 'distance 39m']"
mkn3kgh00s111_set111079,"['rt60 0.78s', 'distance 41m']"
fss4scs00s008_set008022,"['rt60 0.75s', 'distance 45m']"
fss4jsy03s143_set143063,"['rt60 0.54s', 'distance 43m']"
mjn3phs02s047_set047098,"['rt60 1.13s', 'distance 46m']"
fcb1khh01s184_set184026,"['rt60 1.04s', 'distance 38m']"
fss4jhk00s148_set148036,"['rt60 0.82s', 'distance 41m']"
fkb3leh00s101_set101044,"['rt60 1.09s', 'distance 51m']"
mkw3lwc00s091_set091034,"['rt60 0.75s', 'distance 55m']"
fkn4ceh00s189_set189081,"['rt60 0.94s', 'distance 48m']"
fcn1hje00s199_set199027,"['rt60 1.65s', 'distance 37m']"
mkn4kbj00s097_set097096,"['rt60 1.34s', 'distance 40m']"
fss2ljs01s082_set082035,"['rt60 1.45s', 'distance 62m']"
fjn2pkr00s050_set050010,"['rt60 1.47s', 'distance 36m']"
fss2pkh00s094_set094004,"['rt60 0.54s', 'distance 41m']"
mkn3abc00s024_set024100,"['rt60 1.59s', 'distance 37m']"
mkn3kty00s132_set132034,"['rt60 0.83s', 'distance 44m']"
mkw3hse00s159_set159043,"['rt60 1.43s', 'distance 38m']"
fkw3hhy00s039_set039063,"['rt60 1.57s', 'distance 44m']"
fss3kmh01s084_set084035,"['rt60 1.63s', 'distance 39m']"
mcn3jsj00s040_set040020,"['rt60 1.76s', 'distance 38m']"
mjn2shr00s114_set114053,"['rt60 1.49s', 'distance 52m']"
mcn3ksy00s026_set026014,"['rt60 0.83s', 'distance 34m']"
fkn4shy00s193_set193021,"['rt60 1.57s', 'distance 35m']"
fss3pmj00s128_set128015,"['rt60 0.61s', 'distance 40m']"
fss4yhj00s060_set060039,"['rt60 1.26s', 'distance 40m']"
fkw3hsh01s188_set188056,"['rt60 1.51s', 'distance 39m']"
fss3yhs01s027_set027052,"['rt60 0.55s', 'distance 46m']"
fkn4cks00s034_set034076,"['rt60 1.42s', 'distance 53m']"
fss4lys00s136_set136048,"['rt60 1.78s', 'distance 36m']"
fss3khj01s086_set086034,"['rt60 1.2s', 'distance 35m']"
fkn2kkw00s132_set132036,"['rt60 0.83s', 'distance 41m']"
fjb4sye00s080_set080059,"['rt60 0.95s', 'distance 51m']"
fcn2kkh01s172_set172025,"['rt60 1.05s', 'distance 37m']"
mcn3ldi00s028_set028084,"['rt60 0.89s', 'distance 44m']"
fss2kem02s115_set115104,"['rt60 1.12s', 'distance 52m']"
fkw4kem00s005_set005012,"['rt60 0.52s', 'distance 43m']"
fkb3leh00s101_set101079,"['rt60 0.72s', 'distance 39m']"
fkn2kkw00s132_set132033,"['rt60 0.83s', 'distance 47m']"
mcn3shm00s130_set130064,"['rt60 1.48s', 'distance 45m']"
fss3khs00s003_set003056,"['rt60 1.0s', 'distance 41m']"
mcn2lds00s135_set135077,"['rt60 0.79s', 'distance 57m']"
fss3pks00s029_set029092,"['rt60 1.77s', 'distance 56m']"
mss2nys00s006_set006002,"['rt60 1.1s', 'distance 44m']"
fcn3hhs00s089_set089087,"['rt60 0.75s', 'distance 40m']"
fkn2ley00s124_set124082,"['rt60 1.68s', 'distance 37m']"
mcn2jjs01s085_set085004,"['rt60 0.62s', 'distance 33m']"
mss4kyc00s041_set041081,"['rt60 1.32s', 'distance 35m']"
fkn2sjs01s123_set123077,"['rt60 1.36s', 'distance 52m']"
mjn2jyg01s141_set141005,"['rt60 0.94s', 'distance 54m']"
fkw3kcs00s198_set198082,"['rt60 1.75s', 'distance 37m']"
mjn3pyh01s157_set157017,"['rt60 0.67s', 'distance 33m']"
mkn2kjs03s027_set027029,"['rt60 0.94s', 'distance 41m']"
mss4eks00s017_set017005,"['rt60 1.05s', 'distance 45m']"
mkn4eds00s014_set014063,"['rt60 1.41s', 'distance 41m']"
fcn3hhs00s089_set089005,"['rt60 1.1s', 'distance 39m']"
fjn1nyr00s190_set190010,"['rt60 1.51s', 'distance 44m']"
mkw3pks01s149_set149096,"['rt60 0.53s', 'distance 53m']"
fcn3jsy00s013_set013016,"['rt60 1.05s', 'distance 41m']"
fjb1sjh00s103_set103010,"['rt60 1.02s', 'distance 47m']"
fjb1shk00s183_set183050,"['rt60 1.22s', 'distance 52m']"
mkn3koh01s048_set048012,"['rt60 1.41s', 'distance 43m']"
fjb2psj00s064_set064008,"['rt60 1.32s', 'distance 47m']"
mkw1ljh01s177_set177103,"['rt60 1.51s', 'distance 46m']"
fss3yjs00s072_set072019,"['rt60 1.08s', 'distance 36m']"
fss3kmh00s015_set015063,"['rt60 1.73s', 'distance 36m']"
mss4ybh00s107_set107024,"['rt60 1.09s', 'distance 44m']"
mkn3jyj02s183_set183035,"['rt60 1.24s', 'distance 42m']"
fjn1nyr00s190_set190022,"['rt60 1.52s', 'distance 45m']"
mcn4lbj00s113_set113063,"['rt60 1.48s', 'distance 51m']"
mcn1lch04s193_set193086,"['rt60 1.12s', 'distance 49m']"
fkn2ley00s124_set124041,"['rt60 1.21s', 'distance 43m']"
mjn3jhg00s059_set059065,"['rt60 0.91s', 'distance 42m']"
mss4ybd00s082_set082047,"['rt60 1.74s', 'distance 34m']"
mss3ktj00s025_set025058,"['rt60 1.23s', 'distance 45m']"
mkn2kcy00s069_set069024,"['rt60 1.39s', 'distance 43m']"
mkn1hgc00s084_set084064,"['rt60 0.61s', 'distance 51m']"
fkw2lsy01s166_set166072,"['rt60 1.29s', 'distance 39m']"
mcn3pjg00s038_set038063,"['rt60 1.09s', 'distance 40m']"
mss3kjp00s094_set094016,"['rt60 0.74s', 'distance 39m']"
fjn4jms01s153_set153053,"['rt60 0.68s', 'distance 46m']"
mkn2mkn00s123_set123080,"['rt60 1.68s', 'distance 41m']"
mkn3jyg00s073_set073043,"['rt60 1.75s', 'distance 44m']"
fcn5msh00s168_set168066,"['rt60 1.13s', 'distance 53m']"
fkw3lsh00s035_set035104,"['rt60 1.09s', 'distance 51m']"
fjb3kjs02s062_set062092,"['rt60 0.76s', 'distance 50m']"
mjn3lji00s100_set100052,"['rt60 1.28s', 'distance 37m']"
mss3cgh00s164_set164020,"['rt60 1.37s', 'distance 49m']"
mkn4jmg00s077_set077001,"['rt60 0.96s', 'distance 34m']"
fss2ljs01s082_set082027,"['rt60 1.17s', 'distance 52m']"
mcn3kgw00s053_set053013,"['rt60 0.94s', 'distance 34m']"
mkw1ljh01s177_set177067,"['rt60 0.58s', 'distance 50m']"
mss2csj00s080_set080084,"['rt60 1.22s', 'distance 40m']"
mjn2scg00s090_set090001,"['rt60 0.81s', 'distance 43m']"
fkw4jsh00s154_set154034,"['rt60 0.55s', 'distance 40m']"
mss4ybh00s107_set107056,"['rt60 1.57s', 'distance 39m']"
fkn2jsy01s033_set033088,"['rt60 1.78s', 'distance 48m']"
fkw2phs01s165_set165044,"['rt60 1.37s', 'distance 54m']"
mkn2dhs00s015_set015064,"['rt60 1.06s', 'distance 34m']"
fcn4lsd00s007_set007055,"['rt60 1.6s', 'distance 45m']"
mkw3pks01s149_set149040,"['rt60 0.62s', 'distance 41m']"
mkw4ljg00s190_set190056,"['rt60 1.13s', 'distance 48m']"
fjn2pkr00s050_set050094,"['rt60 1.16s', 'distance 53m']"
mkn4jmg00s077_set077038,"['rt60 1.37s', 'distance 46m']"
mkn1swj00s078_set078093,"['rt60 1.76s', 'distance 45m']"
mss3sdh00s110_set110030,"['rt60 1.11s', 'distance 43m']"
mkn3lgn00s051_set051053,"['rt60 1.07s', 'distance 40m']"
mcn4gjh00s194_set194007,"['rt60 1.54s', 'distance 44m']"
fjn3kir00s014_set014073,"['rt60 1.28s', 'distance 51m']"
fkw3kma00s170_set170052,"['rt60 1.03s', 'distance 53m']"
fkn4ceh00s189_set189004,"['rt60 0.51s', 'distance 45m']"
fss3lmr00s006_set006062,"['rt60 0.65s', 'distance 44m']"
mcn4keg00s188_set188103,"['rt60 1.0s', 'distance 49m']"
mss2hsc00s064_set064037,"['rt60 0.53s', 'distance 36m']"
mkw2khr00s050_set050002,"['rt60 1.71s', 'distance 36m']"
mcn3wjs00s105_set105060,"['rt60 1.25s', 'distance 38m']"
mss3kjs05s147_set147077,"['rt60 1.37s', 'distance 36m']"
fkn3les01s151_set151085,"['rt60 0.59s', 'distance 51m']"
fjn4jks01s149_set149066,"['rt60 1.39s', 'distance 43m']"
fcn1hje00s199_set199081,"['rt60 0.88s', 'distance 44m']"
mss4ybd00s082_set082019,"['rt60 1.12s', 'distance 38m']"
mcn2lds00s135_set135014,"['rt60 0.7s', 'distance 33m']"
fcn5msh00s168_set168047,"['rt60 0.67s', 'distance 56m']"
mss3kjh02s156_set156015,"['rt60 0.63s', 'distance 51m']"
mkw2lcs00s180_set180037,"['rt60 1.68s', 'distance 55m']"
fcn5msh00s168_set168077,"['rt60 1.67s', 'distance 42m']"
fjn2kel00s130_set130012,"['rt60 1.77s', 'distance 45m']"
fjn3kir00s014_set014002,"['rt60 1.19s', 'distance 49m']"
mkw2agh00s076_set076071,"['rt60 0.92s', 'distance 41m']"
fjn3lbh00s063_set063067,"['rt60 1.21s', 'distance 37m']"
mss3lch03s148_set148013,"['rt60 1.66s', 'distance 39m']"
fss2kem02s115_set115035,"['rt60 1.73s', 'distance 44m']"
fcn3sio00s088_set088100,"['rt60 1.04s', 'distance 34m']"
fjn3lbh00s063_set063044,"['rt60 1.69s', 'distance 48m']"
mkn3ejs00s095_set095016,"['rt60 1.18s', 'distance 41m']"
fcn3lje00s159_set159103,"['rt60 1.79s', 'distance 47m']"
mkn1kth00s137_set137035,"['rt60 0.95s', 'distance 47m']"
fss1bjy00s052_set052062,"['rt60 0.53s', 'distance 41m']"
fjn3jmj00s107_set107072,"['rt60 0.52s', 'distance 42m']"
mjn2hks01s102_set102098,"['rt60 0.82s', 'distance 41m']"
mcn3kss00s144_set144013,"['rt60 1.57s', 'distance 45m']"
mcn3ksj01s042_set042062,"['rt60 1.39s', 'distance 42m']"
mkw1shg00s184_set184095,"['rt60 1.08s', 'distance 37m']"
mkn2mkn00s123_set123007,"['rt60 1.2s', 'distance 52m']"
fss4ysj00s111_set111047,"['rt60 1.15s', 'distance 39m']"
fcn3lci00s118_set118035,"['rt60 0.81s', 'distance 53m']"
fss3hsa00s141_set141062,"['rt60 1.76s', 'distance 38m']"
fss5mjs00s057_set057022,"['rt60 1.23s', 'distance 49m']"
fcb5ash00s157_set157049,"['rt60 0.87s', 'distance 45m']"
mcn2hsh02s057_set057089,"['rt60 0.86s', 'distance 36m']"
fcn2kjh00s180_set180038,"['rt60 0.52s', 'distance 46m']"
fjb3lbh01s076_set076097,"['rt60 1.6s', 'distance 55m']"
mkn2ksh06s154_set154098,"['rt60 1.74s', 'distance 40m']"
mkn3abc00s024_set024077,"['rt60 1.48s', 'distance 40m']"
mcn2osh00s185_set185024,"['rt60 0.96s', 'distance 58m']"
fjb3pka01s147_set147101,"['rt60 1.75s', 'distance 43m']"
mkw4cwy00s018_set018053,"['rt60 1.79s', 'distance 54m']"
mkw2kjh01s054_set054103,"['rt60 0.99s', 'distance 47m']"
fkb2ahj00s046_set046061,"['rt60 1.33s', 'distance 46m']"
mjn3shs00s167_set167067,"['rt60 1.06s', 'distance 38m']"
mcn3ldi00s028_set028093,"['rt60 1.17s', 'distance 33m']"
mcn1hsy00s192_set192101,"['rt60 1.08s', 'distance 57m']"
fss3pks00s029_set029046,"['rt60 1.56s', 'distance 41m']"
mkn3jyj02s183_set183101,"['rt60 1.56s', 'distance 51m']"
fjb4sjo00s145_set145077,"['rt60 1.4s', 'distance 44m']"
fss2kjs01s037_set037083,"['rt60 1.51s', 'distance 47m']"
mss4ybd00s082_set082012,"['rt60 1.73s', 'distance 39m']"
fkw2lsy01s166_set166083,"['rt60 0.95s', 'distance 50m']"
fjb3ohs00s090_set090061,"['rt60 1.58s', 'distance 47m']"
mkn4jmg00s077_set077013,"['rt60 1.46s', 'distance 37m']"
fkn2sjs01s123_set123027,"['rt60 0.7s', 'distance 44m']"
mkn2lkm00s029_set029094,"['rt60 1.08s', 'distance 36m']"
mkn3ejs00s095_set095009,"['rt60 1.68s', 'distance 42m']"
mjn3lwt00s172_set172071,"['rt60 1.63s', 'distance 49m']"
mkw4cwy00s018_set018071,"['rt60 1.27s', 'distance 43m']"
fkn3les01s151_set151031,"['rt60 1.55s', 'distance 40m']"
fjb1shk00s183_set183103,"['rt60 1.34s', 'distance 38m']"
fss2emh00s126_set126002,"['rt60 1.25s', 'distance 58m']"
fss4yhj00s060_set060045,"['rt60 1.4s', 'distance 37m']"
mss1lch02s008_set008005,"['rt60 0.66s', 'distance 39m']"
mss3kjy01s099_set099088,"['rt60 0.94s', 'distance 42m']"
mkw3pks01s149_set149068,"['rt60 0.59s', 'distance 40m']"
mcn1lch04s193_set193006,"['rt60 1.77s', 'distance 43m']"
mss1hwh00s128_set128055,"['rt60 1.62s', 'distance 43m']"
fss4scs00s008_set008058,"['rt60 1.06s', 'distance 50m']"
mjn5kcr00s106_set106101,"['rt60 1.13s', 'distance 40m']"
mkn2kkm00s004_set004047,"['rt60 0.71s', 'distance 33m']"
mkw2khr00s050_set050036,"['rt60 1.57s', 'distance 38m']"
fss2hyl00s058_set058058,"['rt60 1.38s', 'distance 48m']"
mcn3rhm00s151_set151031,"['rt60 1.3s', 'distance 48m']"
fss3pmj00s128_set128095,"['rt60 0.72s', 'distance 35m']"
mss4ljw00s039_set039009,"['rt60 1.14s', 'distance 51m']"
mcn2lds00s135_set135048,"['rt60 0.83s', 'distance 40m']"
fkn2smh00s120_set120086,"['rt60 1.56s', 'distance 48m']"
mjn3kjg00s092_set092060,"['rt60 1.11s', 'distance 37m']"
fcn3lje00s159_set159009,"['rt60 1.05s', 'distance 41m']"
mcn4keg00s188_set188019,"['rt60 0.53s', 'distance 52m']"
fkw4kem00s005_set005074,"['rt60 1.59s', 'distance 45m']"
mcn3lgh00s150_set150025,"['rt60 1.16s', 'distance 39m']"
fss2emh00s126_set126019,"['rt60 1.51s', 'distance 49m']"
fcn1hje00s199_set199080,"['rt60 1.76s', 'distance 46m']"
fjn4csh00s164_set164024,"['rt60 0.71s', 'distance 43m']"
mjn3jbc00s179_set179086,"['rt60 0.56s', 'distance 36m']"
mjn4jha00s031_set031071,"['rt60 1.07s', 'distance 48m']"
mcn3lgh00s150_set150024,"['rt60 0.82s', 'distance 44m']"
fjn4cos00s011_set011021,"['rt60 1.74s', 'distance 50m']"
fss2lea00s125_set125088,"['rt60 1.37s', 'distance 36m']"
fjb3kjs02s062_set062053,"['rt60 1.55s', 'distance 43m']"
fkn4lms02s186_set186044,"['rt60 0.64s', 'distance 43m']"
mkw4hym00s199_set199064,"['rt60 0.7s', 'distance 50m']"
mss1hwh00s128_set128090,"['rt60 1.22s', 'distance 41m']"
mss3hsw00s074_set074042,"['rt60 0.8s', 'distance 48m']"
fss2keh01s067_set067088,"['rt60 0.74s', 'distance 50m']"
fkb2ymh00s016_set016020,"['rt60 0.99s', 'distance 36m']"
fcn4ksj00s038_set038091,"['rt60 0.84s', 'distance 43m']"
fkn3lms01s113_set113095,"['rt60 1.25s', 'distance 45m']"
mcn3kss00s144_set144017,"['rt60 1.2s', 'distance 59m']"
fkn2ley00s124_set124074,"['rt60 0.63s', 'distance 44m']"
fss3jmh00s099_set099009,"['rt60 1.07s', 'distance 36m']"
mcn3wjs00s105_set105007,"['rt60 0.77s', 'distance 58m']"
mjn4ysh00s037_set037051,"['rt60 0.96s', 'distance 54m']"
mss2ocs00s138_set138013,"['rt60 1.7s', 'distance 42m']"
mss1lch02s008_set008018,"['rt60 0.98s', 'distance 48m']"
fjn3lbh00s063_set063069,"['rt60 1.13s', 'distance 50m']"
fkn2jsy01s033_set033081,"['rt60 0.54s', 'distance 45m']"
mkn3jws00s043_set043056,"['rt60 1.47s', 'distance 38m']"
fcn2pkm00s169_set169030,"['rt60 1.47s', 'distance 44m']"
fss2lea00s125_set125005,"['rt60 0.64s', 'distance 38m']"
mkn4phc00s115_set115047,"['rt60 0.75s', 'distance 47m']"
mss2hhg00s081_set081002,"['rt60 1.49s', 'distance 41m']"
mss3kyh00s072_set072104,"['rt60 1.08s', 'distance 41m']"
mss3ykh00s022_set022019,"['rt60 0.69s', 'distance 41m']"
mjn5kwg00s155_set155069,"['rt60 0.96s', 'distance 39m']"
fkw2lsy01s166_set166104,"['rt60 0.6s', 'distance 39m']"
mss2ksh05s065_set065039,"['rt60 0.51s', 'distance 38m']"
fss3jmk00s167_set167054,"['rt60 0.99s', 'distance 39m']"
fss2emh00s126_set126076,"['rt60 0.89s', 'distance 49m']"
fjb3kjs02s062_set062068,"['rt60 1.4s', 'distance 54m']"
fkw3pes00s185_set185014,"['rt60 1.45s', 'distance 47m']"
mkw2kds00s044_set044092,"['rt60 0.75s', 'distance 43m']"
fss1bjk00s021_set021027,"['rt60 1.7s', 'distance 51m']"
mss3csg00s075_set075047,"['rt60 1.33s', 'distance 44m']"
fss4yhj00s060_set060088,"['rt60 1.47s', 'distance 42m']"
mss2hhg00s081_set081055,"['rt60 0.95s', 'distance 43m']"
mjn1jst00s189_set189005,"['rt60 1.2s', 'distance 39m']"
fkw3khj00s078_set078100,"['rt60 0.61s', 'distance 41m']"
mjn2hks01s102_set102015,"['rt60 0.91s', 'distance 35m']"
fkw2phs00s043_set043035,"['rt60 1.26s', 'distance 55m']"
fkb3ksm00s121_set121089,"['rt60 1.19s', 'distance 51m']"
fkn2khh00s020_set020061,"['rt60 0.63s', 'distance 40m']"
mjn3lyc00s086_set086035,"['rt60 1.41s', 'distance 33m']"
fkw3yhj01s194_set194090,"['rt60 0.64s', 'distance 48m']"
fjb2kmj00s044_set044088,"['rt60 0.83s', 'distance 41m']"
mss3kjy01s099_set099033,"['rt60 1.64s', 'distance 46m']"
fss5mjs00s057_set057056,"['rt60 1.32s', 'distance 41m']"
fss2chm00s009_set009080,"['rt60 1.78s', 'distance 36m']"
fjn3ksa00s049_set049056,"['rt60 1.36s', 'distance 47m']"
fjn3hks00s061_set061003,"['rt60 1.46s', 'distance 34m']"
mkw3lji01s191_set191051,"['rt60 0.82s', 'distance 46m']"
mjn4kbh00s108_set108022,"['rt60 1.67s', 'distance 39m']"
fjn2pby00s155_set155047,"['rt60 1.59s', 'distance 34m']"
fcn3hys00s093_set093044,"['rt60 1.2s', 'distance 55m']"
mjn3lbj01s152_set152016,"['rt60 1.65s', 'distance 48m']"
fkw2jyj00s108_set108060,"['rt60 1.41s', 'distance 40m']"
fjb3cks02s105_set105022,"['rt60 0.99s', 'distance 42m']"
mss2shy01s067_set067064,"['rt60 1.62s', 'distance 51m']"
mkn4jmc00s166_set166004,"['rt60 1.69s', 'distance 43m']"
mcn4keg00s188_set188044,"['rt60 1.16s', 'distance 45m']"
mcn3ldi00s028_set028064,"['rt60 1.66s', 'distance 46m']"
mss3lch03s148_set148089,"['rt60 1.43s', 'distance 35m']"
mcn3ykj00s033_set033032,"['rt60 0.75s', 'distance 44m']"
mkw2kjh01s054_set054040,"['rt60 1.39s', 'distance 40m']"
fkw3khj00s078_set078023,"['rt60 1.51s', 'distance 43m']"
fcn2kjh00s180_set180018,"['rt60 0.89s', 'distance 45m']"
mkn3lsw01s046_set046083,"['rt60 0.81s', 'distance 40m']"
fkw3yhj01s194_set194019,"['rt60 1.69s', 'distance 41m']"
mcn3rhm00s151_set151019,"['rt60 1.02s', 'distance 46m']"
mss3hck00s089_set089041,"['rt60 1.03s', 'distance 44m']"
mkw2khr00s050_set050011,"['rt60 1.53s', 'distance 35m']"
fjn3psy00s133_set133098,"['rt60 1.3s', 'distance 48m']"
mss2hhg00s081_set081029,"['rt60 1.0s', 'distance 38m']"
fss2lea00s125_set125044,"['rt60 1.65s', 'distance 45m']"
mjn2kgj00s083_set083099,"['rt60 1.14s', 'distance 48m']"
mcn2jih00s186_set186066,"['rt60 0.53s', 'distance 37m']"
mkn3jyg00s073_set073049,"['rt60 1.1s', 'distance 34m']"
fkb3leh00s101_set101017,"['rt60 1.78s', 'distance 38m']"
mcn1lsg00s010_set010095,"['rt60 1.11s', 'distance 52m']"
fss4jsy03s143_set143077,"['rt60 1.39s', 'distance 42m']"
mss2hsc00s064_set064090,"['rt60 1.3s', 'distance 36m']"
fjb1shk00s183_set183075,"['rt60 1.16s', 'distance 48m']"
mss3kyh00s072_set072101,"['rt60 0.66s', 'distance 41m']"
mjn3skj00s153_set153100,"['rt60 1.5s', 'distance 48m']"
mkn2dhs00s015_set015104,"['rt60 0.66s', 'distance 44m']"
fkn4cks00s034_set034052,"['rt60 1.36s', 'distance 36m']"
fcn3hys00s093_set093104,"['rt60 0.87s', 'distance 57m']"
fjn3pbk00s135_set135083,"['rt60 1.8s', 'distance 53m']"
mkn3jyj02s183_set183010,"['rt60 1.53s', 'distance 42m']"
mss2ksh03s003_set003041,"['rt60 1.4s', 'distance 49m']"
fkw3hhy00s039_set039027,"['rt60 1.49s', 'distance 51m']"
mcn2pms00s131_set131055,"['rt60 1.7s', 'distance 42m']"
fjb4koh00s075_set075028,"['rt60 0.82s', 'distance 45m']"
fss2pkh00s094_set094074,"['rt60 1.64s', 'distance 39m']"
fcb2yjh00s187_set187045,"['rt60 1.68s', 'distance 37m']"
fcn4ksj00s038_set038055,"['rt60 0.88s', 'distance 36m']"
fss2kmj01s066_set066052,"['rt60 1.31s', 'distance 33m']"
mkw2agh00s076_set076013,"['rt60 0.64s', 'distance 42m']"
fcn3hhs00s089_set089101,"['rt60 1.43s', 'distance 43m']"
fcn2kjh00s180_set180102,"['rt60 0.61s', 'distance 49m']"
mss3ysm00s019_set019057,"['rt60 1.49s', 'distance 45m']"
mkn4pgs00s139_set139053,"['rt60 0.52s', 'distance 38m']"
fss1bjy00s052_set052081,"['rt60 1.17s', 'distance 33m']"
mkn3njm00s133_set133056,"['rt60 1.28s', 'distance 50m']"
mkn3jip00s034_set034066,"['rt60 0.74s', 'distance 41m']"
mjn4kbh00s108_set108071,"['rt60 1.06s', 'distance 36m']"
fcn3hhs00s089_set089023,"['rt60 1.31s', 'distance 47m']"
mcn2ojs00s176_set176015,"['rt60 1.07s', 'distance 34m']"
fjb2kem01s095_set095041,"['rt60 1.68s', 'distance 39m']"
fjb2ssh00s102_set102017,"['rt60 0.67s', 'distance 49m']"
fjn3ksa00s049_set049037,"['rt60 1.49s', 'distance 38m']"
fss3khs01s025_set025015,"['rt60 1.41s', 'distance 43m']"
mcn2osh00s185_set185049,"['rt60 1.26s', 'distance 37m']"
mcn2jsm00s143_set143092,"['rt60 0.96s', 'distance 43m']"
fcn3lci00s118_set118026,"['rt60 0.91s', 'distance 43m']"
mss4ybd00s082_set082021,"['rt60 1.37s', 'distance 34m']"
fcn3lmk00s131_set131057,"['rt60 1.69s', 'distance 41m']"
fjb3ohs00s090_set090013,"['rt60 1.29s', 'distance 37m']"
mcn3ksy00s026_set026076,"['rt60 1.4s', 'distance 40m']"
fjn2kel00s130_set130097,"['rt60 0.98s', 'distance 36m']"
fkn3jhj00s054_set054086,"['rt60 1.19s', 'distance 52m']"
fkn2hsj00s087_set087102,"['rt60 1.2s', 'distance 38m']"
fkw4kem00s005_set005014,"['rt60 1.79s', 'distance 40m']"
fcb2yjh00s187_set187029,"['rt60 1.59s', 'distance 56m']"
fss3hsa00s141_set141033,"['rt60 0.96s', 'distance 36m']"
fjb1shk00s183_set183070,"['rt60 0.7s', 'distance 50m']"
mcn2lds00s135_set135035,"['rt60 0.66s', 'distance 35m']"
mkn1hgc00s084_set084057,"['rt60 1.59s', 'distance 50m']"
mss3kyk00s140_set140023,"['rt60 1.16s', 'distance 48m']"
fkw4kem00s005_set005097,"['rt60 1.1s', 'distance 54m']"
mjn2shr00s114_set114012,"['rt60 1.11s', 'distance 40m']"
mss2nys00s006_set006042,"['rt60 0.75s', 'distance 38m']"
fkn2ley00s124_set124064,"['rt60 1.27s', 'distance 42m']"
fjn2pkr00s050_set050007,"['rt60 1.76s', 'distance 53m']"
mss2nys00s006_set006101,"['rt60 0.92s', 'distance 50m']"
mkn4kbj00s097_set097032,"['rt60 1.33s', 'distance 33m']"
mkw1ljh01s177_set177070,"['rt60 0.85s', 'distance 38m']"
fkw3khj00s078_set078081,"['rt60 0.85s', 'distance 37m']"
fjn3jks00s040_set040102,"['rt60 1.22s', 'distance 51m']"
mkn3njm00s133_set133067,"['rt60 1.77s', 'distance 36m']"
mcn3pjg00s038_set038060,"['rt60 1.09s', 'distance 36m']"
fcn5msh00s168_set168087,"['rt60 0.58s', 'distance 33m']"
mkn4phc00s115_set115079,"['rt60 0.69s', 'distance 38m']"
mkn3lsw01s046_set046061,"['rt60 1.26s', 'distance 48m']"
mkw4ljg00s190_set190098,"['rt60 0.71s', 'distance 50m']"
fss3pmj00s128_set128090,"['rt60 0.67s', 'distance 42m']"
fcn1sjr00s192_set192005,"['rt60 0.69s', 'distance 35m']"
mcn5jgs00s117_set117053,"['rt60 0.72s', 'distance 38m']"
mss3kjp00s094_set094093,"['rt60 0.74s', 'distance 44m']"
mkn2yjs01s079_set079058,"['rt60 1.31s', 'distance 37m']"
mjn3kbs01s173_set173073,"['rt60 1.04s', 'distance 33m']"
mcn3shm00s130_set130049,"['rt60 1.79s', 'distance 42m']"
mjn1jst00s189_set189047,"['rt60 0.52s', 'distance 39m']"
mkn1swj00s078_set078038,"['rt60 0.76s', 'distance 40m']"
fss4sjs00s023_set023102,"['rt60 1.7s', 'distance 36m']"
mss4hcy00s021_set021065,"['rt60 0.82s', 'distance 38m']"
fjb3pjy00s106_set106022,"['rt60 0.61s', 'distance 45m']"
mkn3lsw01s046_set046058,"['rt60 0.82s', 'distance 43m']"
mss3khs03s136_set136028,"['rt60 0.8s', 'distance 45m']"
mjn2hks01s102_set102003,"['rt60 0.71s', 'distance 54m']"
fcn4ksj00s038_set038035,"['rt60 0.61s', 'distance 33m']"
mcn2ojp00s049_set049011,"['rt60 1.37s', 'distance 44m']"
mss3jyj01s146_set146082,"['rt60 0.55s', 'distance 47m']"
fkn3jhj00s054_set054022,"['rt60 0.77s', 'distance 34m']"
fss1kej00s068_set068007,"['rt60 0.7s', 'distance 55m']"
mcn3kgw00s053_set053007,"['rt60 0.98s', 'distance 35m']"
fkn3lms01s113_set113035,"['rt60 1.16s', 'distance 53m']"
mjn2pjh00s127_set127077,"['rt60 0.64s', 'distance 39m']"
fkn4ceh00s189_set189061,"['rt60 1.38s', 'distance 47m']"
fjn3pmj01s134_set134085,"['rt60 0.84s', 'distance 44m']"
mcn3shm00s130_set130052,"['rt60 0.93s', 'distance 47m']"
mcn3ldi00s028_set028027,"['rt60 1.32s', 'distance 51m']"
mcn4hny00s187_set187020,"['rt60 1.35s', 'distance 53m']"
mss3kyk00s140_set140079,"['rt60 1.1s', 'distance 36m']"
mcn3kss00s144_set144005,"['rt60 0.55s', 'distance 42m']"
fcn2oyo00s116_set116010,"['rt60 1.01s', 'distance 46m']"
mcn4hny00s187_set187069,"['rt60 1.63s', 'distance 40m']"
mkn4kjs04s087_set087102,"['rt60 1.64s', 'distance 42m']"
fkn2jsy01s033_set033085,"['rt60 1.01s', 'distance 41m']"
mss2shy01s067_set067101,"['rt60 1.25s', 'distance 41m']"
mkn3kyh01s182_set182025,"['rt60 1.36s', 'distance 41m']"
mkn4phc00s115_set115058,"['rt60 1.27s', 'distance 53m']"
